StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
2587,15,0,Caucasian,Some College,10.4631629963528,27,1,,1,0,0,0,0.654489820899693
1114,16,0,Caucasian,High School,16.8492821367115,18,1,Low,0,1,1,0,1.91995643991821
1468,15,0,Caucasian,Higher,5.2538661976001,7,0,Moderate,0,0,0,0,2.49945942963503
3028,18,0,Caucasian,,9.52676586988732,28,1,High,0,0,0,0,0.959041522864601
1170,16,1,Asian,Some College,5.35548629208235,20,0,Moderate,0,1,0,0,1.32134330086988
1470,18,1,Caucasian,,13.7828671396068,9,0,Moderate,1,0,0,0,2.63759422813236
2142,15,1,Caucasian,Some College,14.9348661559632,5,0,High,0,0,1,0,3.35059197885234
1349,18,1,Caucasian,,7.09691446861316,11,0,High,0,0,0,0,1.38646456150001
1536,16,1,Other,Some College,7.3350415285188,27,0,Very High,1,1,0,0,0.659202916327925
1780,17,0,Caucasian,High School,10.5961811414011,22,0,,1,0,0,0,0.762684311227051
2826,15,0,Caucasian,High School,10.50720963639,20,0,Moderate,0,0,0,0,1.18256505447829
1824,17,1,Caucasian,Bachelor,2.08960633507916,13,0,High,0,0,0,0,1.78752232901565
1985,18,1,Asian,High School,19.2556961596146,18,0,Very High,0,0,0,0,1.53478238968079
1704,18,1,African American,Some College,0.895367773769737,13,0,,0,1,0,0,1.52856350134188
2843,18,1,Caucasian,Bachelor,0.777473940333786,22,0,Moderate,0,0,1,0,0.546839868304948
2018,17,0,Caucasian,High School,4.14565045099471,19,0,Low,1,0,0,0,1.06584867320584
1647,15,0,Caucasian,Some College,8.23704566288994,29,0,High,0,0,0,1,0.241625628220884
1242,17,1,Caucasian,Some College,3.636169313339,13,0,,1,1,0,0,1.64134144277871
3037,16,0,Caucasian,Some College,1.28638446387167,21,0,High,0,0,0,0,0.915712179593851
3194,15,0,Other,Bachelor,11.6273311440915,27,1,Moderate,1,0,0,0,0.618936614382706
1845,15,0,Caucasian,Some College,9.95738361028638,10,0,Low,0,1,0,1,1.83474944819227
1693,15,1,Asian,High School,7.15682317283067,27,0,Very High,1,1,0,1,0.779551721518613
2886,16,1,Caucasian,High School,17.0533230620344,21,1,Moderate,0,0,0,0,1.70879877085837
2823,18,0,African American,High School,2.15849109929988,29,1,High,1,1,1,1,0.992296574251193
2847,18,1,Asian,Some College,9.69984569154999,11,0,High,1,0,0,1,2.50641541446067
3107,17,0,Caucasian,Some College,14.4302355968685,26,1,Very High,0,0,0,0,0.989468441318707
2549,15,0,Asian,Some College,17.3145447421359,29,0,Very High,0,1,0,0,1.05066898039069
3121,18,0,Caucasian,High School,17.5143407311788,17,0,Low,1,1,0,0,1.78592698583997
2055,15,0,Asian,Some College,4.05987118382394,23,0,Very High,1,1,0,0,1.48485769746784
2571,16,0,Caucasian,Bachelor,2.99098637113889,7,0,Very High,0,0,0,0,2.21508704885362
2476,18,1,African American,High School,8.25516640554787,7,0,Moderate,0,0,0,1,2.23165697177502
2787,18,1,Caucasian,Some College,9.01073078134152,23,0,Low,0,0,0,0,0.737048752292923
1319,17,1,Asian,Some College,17.2222704012285,11,0,High,0,0,1,0,2.81542127530912
2287,16,0,Asian,Bachelor,5.40766470621313,26,0,,0,0,0,0,0.0
1323,18,1,Caucasian,High School,4.25700172076715,29,1,High,1,1,0,0,0.912415620835426
2570,16,1,Caucasian,Some College,10.094789507607,23,0,Low,0,1,0,0,0.891624045971172
2594,18,1,Other,Bachelor,3.40305282289034,14,0,Moderate,0,0,0,0,1.49966667520128
3246,16,0,African American,High School,10.9816644513745,16,0,,0,0,0,0,1.27823566601087
2997,16,0,Caucasian,High School,0.637695904171842,15,1,Very High,1,0,0,0,1.99395245257517
2041,15,0,Asian,High School,11.2566047442921,20,0,High,0,1,1,0,1.70441508856823
2611,15,0,Asian,Higher,9.91638945297078,3,0,Very High,1,0,0,0,3.30866401978977
1390,15,1,Asian,,17.8819907221232,16,0,High,1,0,0,1,1.84886644019124
3031,17,0,African American,Some College,10.022394016507,24,1,Moderate,0,0,0,0,1.00077555692173
2854,15,0,Other,Some College,8.51111755393435,0,1,High,0,1,0,0,3.82380132788692
1930,15,1,Caucasian,Bachelor,12.0876143816562,24,0,High,0,1,0,0,1.16965823809734
1130,18,1,Caucasian,High School,18.2745498801292,22,1,High,0,0,0,0,1.37118503889172
1926,17,1,Caucasian,Bachelor,19.7652423028637,1,0,Low,1,1,0,0,3.51068088997307
1358,18,1,African American,High School,10.0039587104557,3,0,Very High,0,1,0,0,3.20385819079693
2669,17,1,Caucasian,Some College,0.380868185485836,8,0,Low,0,0,0,1,1.63381156169705
2356,18,1,Caucasian,Bachelor,0.3606401965046,19,1,Low,0,0,0,0,0.730366159312876
1233,18,1,Caucasian,,3.51430491673652,17,0,Low,0,1,0,1,1.38954487446497
2623,16,0,African American,High School,2.53090622392755,29,0,Moderate,0,0,0,0,0.0
1106,16,1,Asian,Some College,1.07153119214816,14,0,High,0,1,1,1,2.04885008213886
2914,16,1,Caucasian,High School,12.2431731788646,19,0,High,0,1,0,0,1.66269219855198
1244,15,1,African American,,14.2823828184983,12,1,Moderate,0,0,0,0,2.38903264521219
1124,17,1,Other,High School,12.787728429082,4,0,High,0,0,0,0,3.10167380901511
1790,17,0,Caucasian,Some College,0.619412068450203,18,0,Moderate,0,0,1,0,1.2355538161189
3157,18,1,African American,Bachelor,8.82402204425865,1,0,High,0,0,0,1,3.13918930482504
2003,15,0,Other,High School,0.806504794419014,3,0,High,1,0,1,1,3.20171021701525
2239,15,1,Asian,Bachelor,2.67031102705639,28,0,High,0,0,0,0,0.205067960146301
1021,16,1,Caucasian,Bachelor,2.62159723409406,2,0,High,0,0,0,1,2.77841129992065
2517,17,0,African American,Some College,5.27612149892715,15,1,Very High,1,0,0,0,2.43289639835131
2728,15,1,Asian,Some College,15.1087454503116,15,0,Moderate,0,0,0,0,1.4887052948654
1891,17,0,Asian,Higher,9.62251383633691,28,1,,0,0,0,0,0.547780723541932
2393,18,1,Asian,Some College,8.96321746738004,25,0,High,0,0,0,1,0.837946898455383
2150,15,1,Asian,Higher,16.5061680484597,25,0,,1,0,1,1,0.963340431011369
3045,18,0,Caucasian,Some College,1.86060749481791,26,0,Moderate,1,0,0,0,0.316755973731522
1990,18,1,Caucasian,Some College,7.2637824743245,6,0,Low,0,0,0,0,2.07110806488456
1872,18,1,Caucasian,High School,0.623498182238425,21,0,Very High,0,1,0,0,1.32024598722263
1590,15,1,Caucasian,Some College,12.4940133881322,0,0,High,0,0,0,0,3.56628312996711
1703,15,0,Caucasian,High School,12.9444456679571,12,0,High,1,0,1,1,2.70988948741811
2351,18,0,Asian,,8.88226010350813,25,1,Low,0,0,0,0,0.709570839268509
1814,18,1,Asian,Some College,16.7724359239611,24,0,Moderate,1,0,0,0,1.29559490049588
3222,17,0,Caucasian,High School,9.21132015124512,19,1,Very High,0,1,1,1,1.99229884714332
3340,15,0,Caucasian,Bachelor,3.78034565492994,11,1,Low,0,1,0,0,2.07303316718152
1360,17,0,African American,Some College,14.0258668417677,11,0,Moderate,0,0,0,0,1.72579152974271
2466,16,0,African American,,8.50004828246395,29,0,Moderate,1,1,0,0,0.552257573424865
2869,15,0,Caucasian,High School,9.12254417893267,26,0,Low,0,1,1,0,0.685472869679455
3149,16,1,Caucasian,Some College,3.64670367156439,6,0,High,1,1,1,0,3.18323248938583
2122,17,1,Asian,Some College,12.8884633925963,17,0,Moderate,0,1,0,0,1.59136573814251
3357,16,0,Caucasian,Bachelor,7.26265180518924,22,0,High,0,0,0,0,0.766257446988899
1659,18,1,Caucasian,High School,3.16572512118196,1,1,High,0,1,0,0,2.95949272810391
2448,18,1,African American,Bachelor,16.9683545286102,1,1,,0,1,0,0,3.40848977063304
1578,16,0,Caucasian,High School,8.50712992539967,24,0,Moderate,1,0,0,0,0.643145932750361
1353,15,0,African American,Some College,12.8096658628442,1,0,Moderate,0,1,0,0,2.89567130465918
1387,17,0,Caucasian,Some College,2.26774191105145,2,0,Very High,0,0,0,0,2.9984840618831
1748,17,0,Caucasian,High School,1.59176294744085,5,0,High,0,0,0,0,2.51328613301163
2319,16,1,Caucasian,High School,3.71664111130685,5,0,Moderate,0,0,0,0,2.35857186604042
2664,17,0,Caucasian,Some College,0.983170472428552,6,1,Low,0,0,0,0,2.5734404743023
2902,15,0,Other,,15.2657038040632,7,0,Low,0,0,0,0,2.79521055349026
2575,18,0,Caucasian,Bachelor,12.1941639107352,0,0,Low,0,0,0,0,2.7734838787502
2846,17,0,Asian,Some College,17.4309136141625,5,0,,0,0,0,0,2.22851142972296
3284,18,0,Asian,Some College,6.83423758683377,5,0,High,1,0,0,0,3.03416743887847
1254,15,0,Caucasian,Higher,13.3156880293774,3,0,High,0,0,0,1,3.11939391315038
1890,15,0,Caucasian,High School,0.297122450150076,5,0,High,0,0,0,0,2.46060677377515
2043,17,1,Asian,Some College,5.90217720368571,27,1,Moderate,1,1,1,0,0.837512319643973
2424,17,1,African American,High School,13.1076639892691,20,1,Low,0,0,0,0,1.57675647058922
1188,17,1,African American,Bachelor,16.9920034996492,8,0,Low,1,0,0,0,2.6743510954521
2717,18,1,Asian,High School,19.6094159556614,18,0,Very High,0,0,1,1,1.87415777801193
2294,15,1,African American,Some College,0.305296792920595,23,0,,1,0,0,0,0.192625111740147
2828,18,1,Caucasian,Some College,8.72096595945176,5,1,High,1,0,0,0,3.36271621508511
1117,15,1,Asian,,2.12260038618039,21,0,High,1,0,1,0,1.34036864751241
3273,15,0,Asian,Bachelor,6.46388130648672,1,0,Moderate,1,1,0,0,3.48245251904329
1366,17,1,Asian,High School,1.22433316287144,15,0,Very High,1,1,0,1,1.75797880350143
2177,17,1,Asian,Some College,17.0487777128375,0,1,Moderate,0,0,0,0,3.49677654458072
1080,18,1,Other,High School,11.0467602691101,25,0,High,0,1,0,0,0.994325023551287
1076,16,0,Caucasian,Bachelor,18.2868088533297,17,0,High,0,1,0,0,1.85586557316819
3125,16,1,African American,Bachelor,5.30246522891479,27,0,,0,1,0,0,0.0
1571,16,1,Caucasian,Some College,3.42546821332479,12,1,Low,1,1,1,0,2.60026418690733
3138,18,0,Caucasian,,7.35694362285602,22,1,Very High,0,0,0,0,1.44605235150111
3272,15,0,Asian,High School,14.3212610683912,25,1,High,0,0,0,0,1.30239288425008
1006,18,0,Caucasian,High School,8.19121854525019,0,0,Low,1,0,0,0,3.08418361448639
1775,16,1,Other,High School,19.0042241173086,1,0,Moderate,0,0,1,0,3.20967332836046
3257,17,0,Asian,Some College,14.0228226276715,7,0,,0,0,0,0,2.21028920334534
2645,15,1,Other,High School,1.67747477104024,23,0,Moderate,1,0,0,0,0.974968344925579
1668,18,1,Other,High School,9.2937893689033,15,0,High,1,0,0,1,1.8999595995373
1293,15,1,Caucasian,Some College,12.2833770063779,3,0,Very High,0,0,1,0,3.26879421556022
2374,16,0,Caucasian,Some College,1.91380232116002,11,1,Low,0,1,0,0,2.02323408159301
1378,15,0,African American,,9.29709561626541,1,0,Low,1,0,0,0,2.9965033042477
1573,15,1,Asian,High School,6.05280681273629,7,0,Very High,0,0,0,0,2.52269454789148
1713,15,1,Caucasian,Some College,6.33204869654826,19,0,Very High,0,1,0,0,1.69185894616234
2965,15,1,Caucasian,Higher,8.09821628539688,10,0,Low,1,0,0,0,1.95616912596333
2694,17,1,Caucasian,High School,7.00473228654154,13,0,High,1,0,1,0,2.1846916122861
3345,15,0,African American,High School,6.44676916161887,2,1,,0,0,0,1,2.79906388500272
1741,17,1,Other,Some College,13.6116618583753,8,1,High,0,0,0,0,2.84009297510131
1627,15,1,Caucasian,Some College,19.7269984588832,27,0,Moderate,1,1,0,0,1.39173179136259
2621,15,1,African American,,2.73933269088472,20,0,Moderate,0,0,0,0,0.827082916386582
2958,17,0,African American,High School,5.37114281241282,8,0,Low,0,0,0,0,2.29168615227223
2576,17,1,Caucasian,Some College,3.92965304805837,5,0,High,0,0,0,0,2.49787730363576
1915,18,1,Caucasian,Higher,17.2535032589145,22,1,High,1,0,0,0,1.55695712212336
1841,17,0,Caucasian,,9.46426373768798,7,0,Low,0,1,0,0,2.35305465503796
1970,17,1,Caucasian,Some College,0.444056259757006,9,1,High,1,0,0,0,2.49022042562398
3335,15,0,Other,Some College,10.8906258580902,9,0,Moderate,1,0,0,0,2.22651359509038
3259,18,0,Caucasian,Some College,5.94985339985336,20,1,,0,0,0,0,0.968725634893168
1237,16,1,Caucasian,Some College,5.08294560255629,0,0,High,0,0,1,0,2.9839199495865
2543,18,0,Caucasian,Higher,17.6669940204421,8,1,Moderate,0,1,0,1,2.87397228211846
2234,15,1,Caucasian,Some College,7.59919904519505,22,0,Very High,0,1,1,0,1.48511182810744
2435,18,1,Caucasian,High School,8.36263199587245,25,0,Moderate,0,0,0,0,0.750888042958631
1731,17,1,Caucasian,High School,2.60703359429584,9,0,High,0,1,0,0,2.57321913650581
2314,15,0,Asian,Bachelor,3.62436087227235,15,1,Very High,0,0,1,0,2.19777672718566
1550,17,0,African American,High School,2.79441133957908,1,1,Moderate,0,1,0,0,3.33509815464201
2752,18,0,Asian,High School,3.28369928112718,18,0,Moderate,0,0,0,0,1.32766642988684
3327,16,1,Caucasian,Some College,11.1368882626913,4,0,Very High,1,1,0,0,3.54643280871297
2853,16,1,Caucasian,Bachelor,19.939810056251,8,0,Low,0,1,0,1,2.23925398470603
1467,18,0,Caucasian,High School,8.76597216066332,17,0,Very High,0,0,0,0,1.6667022575216
1879,15,0,Caucasian,Bachelor,16.0274307092727,0,0,High,1,0,0,0,3.3695843618328
3266,15,1,African American,Some College,2.08964790615669,6,0,Moderate,0,1,1,0,2.79540580881386
1013,17,0,African American,High School,10.0387116156172,21,0,High,1,0,0,0,1.52007781487481
1493,15,1,Caucasian,High School,17.4193519972509,17,0,High,0,1,0,0,2.07066931239794
3004,18,0,Asian,Bachelor,0.11541322585936,21,1,Moderate,1,0,0,0,1.00336530597423
2283,15,0,African American,Some College,19.1362934118176,8,1,Very High,0,0,0,0,2.92894823772507
3280,17,0,Asian,Some College,5.12509847778145,11,0,High,1,1,0,0,2.43009119921045
1837,17,0,Caucasian,High School,12.7338582871588,10,1,Moderate,0,0,0,0,2.55054623369591
1215,17,1,Caucasian,Bachelor,12.9972784340515,11,0,High,0,0,0,0,2.02177149436938
1589,18,0,Caucasian,Some College,13.1884649369983,10,0,Moderate,0,0,0,1,2.37962828320693
3106,18,1,Caucasian,Some College,18.8582542278351,8,1,Low,0,0,1,0,2.95396192172268
2866,16,1,Caucasian,Bachelor,6.32584697451249,18,1,,0,0,1,0,1.2615877089186
2486,17,0,Asian,Some College,8.24187219265078,7,1,High,0,0,0,0,2.84473226204249
1113,18,1,Caucasian,High School,18.9685031108299,2,0,Moderate,0,0,0,0,3.08959895307465
1983,18,1,Asian,High School,8.04589356152637,17,0,High,0,1,0,0,1.72272605215927
3017,15,1,Caucasian,,18.6771759157148,27,1,Very High,0,0,0,0,1.13933706349631
3111,18,0,Caucasian,Some College,12.2189305140531,21,0,,0,0,0,0,0.612802502343138
2580,17,1,African American,Some College,17.0923492630367,18,0,,0,1,0,0,1.37757283977798
3381,16,1,Caucasian,Some College,2.13839728759643,8,0,Low,1,1,0,0,1.97937941376969
1134,15,1,Caucasian,High School,0.624271206774951,2,0,Low,1,0,0,0,2.42654670603925
2485,17,0,Caucasian,High School,8.67447405662842,13,1,High,0,0,1,0,2.33452564387574
2297,17,1,Caucasian,Some College,8.87199402636374,9,0,Moderate,0,1,0,1,2.47138653293384
1218,15,1,Caucasian,Some College,10.7315638005724,6,0,,1,0,1,0,2.59142670322931
2796,16,1,African American,Some College,11.929491550879,0,0,Low,0,0,0,0,2.7366048752761
1326,16,0,Other,Higher,16.6578718977446,18,0,High,0,0,0,0,1.6250827736962
1340,18,1,Caucasian,Some College,16.411528786677,24,0,Very High,0,0,0,1,1.17576802523584
1580,16,1,Caucasian,Some College,14.9675049885637,5,0,High,0,0,0,0,3.28207005059375
1822,18,1,African American,Some College,9.10657499617205,4,0,High,0,1,0,0,3.04227536933367
1663,15,0,African American,High School,7.66138739453013,16,0,,1,0,0,1,1.29979432033699
1957,18,1,Caucasian,Bachelor,19.4180942289974,3,1,Moderate,0,0,0,0,3.04511348214609
1445,18,1,Other,High School,17.2206679994448,8,1,Very High,1,0,0,0,3.06771836984655
2526,17,1,Caucasian,Bachelor,16.5675629120329,2,1,Moderate,1,0,0,0,3.35436811628943
2598,15,1,Asian,Some College,8.22821863520931,12,0,High,0,0,0,1,2.142708088227
1948,18,0,African American,High School,13.0988220913464,14,1,Very High,1,0,1,0,2.99685627870823
1973,15,1,Other,Some College,6.41870876638881,27,0,Moderate,1,0,1,0,0.676771033406853
1920,18,0,African American,High School,18.1064365675218,1,0,Moderate,0,0,1,1,3.86958672420437
1764,16,0,African American,,9.50718135361737,10,1,Moderate,0,1,0,0,2.44385726431874
2544,15,1,African American,Some College,9.91434020156551,10,0,Low,0,0,0,0,2.01594946506245
1863,16,1,Caucasian,,6.92938574157334,22,0,Low,0,1,0,0,1.16155453109493
1642,16,0,Caucasian,Some College,18.810746022059,25,0,Very High,0,1,0,0,1.64481993948329
2284,15,0,Caucasian,High School,6.59949790580553,19,0,Moderate,0,0,0,0,0.947133463249817
1012,17,0,Caucasian,High School,7.59848581924029,15,0,Moderate,0,0,0,1,1.55959451904028
1476,18,1,Asian,Bachelor,2.94906018532359,2,1,High,0,1,0,1,3.14390987812102
1960,17,1,Caucasian,Higher,1.27071444847837,22,0,High,0,1,0,0,0.841108717353789
2666,16,0,Caucasian,Some College,17.0725985705591,24,1,,0,0,0,0,0.802647806241625
1942,15,1,Caucasian,Some College,4.84366891187535,21,0,Moderate,0,0,0,0,0.67219968006134
2379,16,1,African American,High School,8.11238780510885,22,0,Moderate,1,0,0,0,1.30271198354414
3226,15,0,Asian,High School,5.88006777189906,23,0,Moderate,1,1,0,0,1.09338757062555
1484,16,1,Caucasian,Some College,12.8455632701423,20,0,Very High,0,0,1,0,1.60107848806826
2109,16,0,Caucasian,Some College,11.7559081013274,20,0,High,0,0,0,0,1.04386586714275
1913,15,1,Caucasian,Some College,1.04091677512263,18,1,Low,0,1,0,0,1.35538104542858
3202,16,1,Caucasian,High School,8.18895875254618,15,1,High,0,0,0,0,2.06079245909585
2964,16,0,African American,,12.3470850197613,1,0,,1,0,0,1,2.7103913101189
2121,16,0,Other,,12.3538917237718,6,1,High,1,1,0,0,3.52093145282294
1143,18,1,Asian,Some College,8.85471855412917,23,1,High,0,0,0,0,0.816458245213799
2465,17,1,Caucasian,Some College,16.5431629685525,8,1,Low,1,0,0,0,2.92682044026314
2513,15,0,Asian,High School,4.45900017115507,27,0,Low,0,0,0,0,0.0
2292,15,1,Caucasian,,10.4036147313352,20,0,Very High,0,0,0,0,1.55211293765079
1711,17,0,Other,Some College,4.20094674584139,12,0,High,1,0,0,0,2.23118293194625
2254,16,1,Caucasian,Bachelor,2.60647893404656,19,0,High,0,0,0,1,0.690151345098735
2922,15,1,Asian,Bachelor,1.7249834260793,19,0,,0,1,0,0,0.684887997987108
3283,18,1,Caucasian,,13.2629565879965,15,0,High,1,0,0,0,2.02403037554931
1878,16,1,African American,High School,13.8633872050769,12,0,Moderate,1,0,0,0,2.08787212660687
2810,16,1,Caucasian,Bachelor,13.9301436695378,26,0,Low,1,0,0,0,0.645454380244234
2994,15,0,African American,Some College,5.71253199367154,25,1,High,1,0,0,0,0.966948806766779
1226,16,0,Caucasian,Some College,13.8123062477327,13,0,Low,0,0,1,0,1.80640634540581
1223,16,1,Caucasian,Some College,13.7204844787178,16,0,High,0,0,1,0,1.96096884865323
2903,15,0,Caucasian,High School,14.452234496689,3,1,High,1,0,0,0,3.56174326805711
2591,18,1,Caucasian,High School,15.8392202893343,7,0,Low,0,1,0,0,3.01013552753325
2539,16,1,Other,Some College,17.7823871145489,2,0,Very High,0,0,0,0,3.30945358518381
1302,15,1,Caucasian,Some College,0.255308530357947,9,0,,1,0,0,0,1.6492502516618
1634,15,0,Caucasian,High School,0.418190246704699,13,0,High,0,1,0,0,1.87870834432266
2042,16,0,Caucasian,High School,6.26735388914556,7,0,Moderate,0,0,0,0,2.10444993147125
2798,16,1,Asian,Bachelor,1.59290258069532,4,0,Low,0,0,1,1,2.28387095613807
2567,15,0,Caucasian,,8.63687384624059,18,0,Moderate,1,0,0,0,1.48920731876266
2546,18,0,Caucasian,,15.0733227581916,14,0,Very High,1,0,0,0,2.60539926402091
2809,18,1,Asian,High School,0.227793361771056,5,0,Very High,0,0,0,0,2.54300909543507
2585,16,0,Caucasian,Some College,0.392210649485072,17,0,,0,0,0,0,0.822107889122904
1164,18,1,Other,Some College,10.6723386261842,7,0,High,1,0,0,0,2.67055961481983
2401,17,0,African American,,13.5522236419919,12,0,High,1,0,0,0,2.52067367504325
2879,18,1,African American,High School,11.5109901566221,27,0,Low,0,1,0,0,0.693964851862346
1902,18,0,African American,Some College,11.7038957078571,7,0,Low,0,0,0,1,2.63990648770734
3198,18,0,Asian,Some College,17.472676452694,0,0,,0,1,0,0,3.35365974329861
1889,18,1,Caucasian,Some College,19.3130634953282,7,0,,1,1,0,0,2.59683449026146
2105,16,1,Asian,Bachelor,6.71114403393314,19,1,High,1,0,0,1,1.62092123850638
2270,16,1,African American,High School,13.7821816297365,0,0,High,1,0,0,0,3.84128624851289
2789,15,0,Caucasian,,11.1362428628148,24,1,,0,0,0,0,0.690156790827648
1103,16,0,African American,High School,15.1676954317984,27,0,High,1,1,0,0,0.942415395359523
1859,16,0,African American,High School,15.8876845018571,6,1,Low,0,0,1,1,2.88313626573597
1624,16,1,Caucasian,Some College,5.26946891387697,28,0,Very High,0,0,0,0,0.299907547598506
1157,17,1,Caucasian,High School,18.8437090897928,28,0,,0,1,1,1,0.503066907327915
3033,17,1,Caucasian,High School,15.8381307684447,25,1,Moderate,0,0,0,0,1.17219163293625
2325,15,1,Caucasian,High School,8.4898566535307,25,1,Very High,1,0,0,0,1.28322750628642
2461,15,0,African American,Some College,16.0072837691069,29,1,,0,1,1,0,0.681956138907534
1272,18,0,African American,Some College,5.12042346123026,13,0,High,0,0,0,1,1.53154645971957
2989,17,1,Caucasian,Some College,19.2002376163825,24,0,High,0,0,0,0,1.43637544540519
2456,15,1,African American,Bachelor,4.4298709771928,5,1,High,1,1,0,1,3.10734840056804
2969,15,1,Caucasian,High School,14.678407405754,14,1,High,0,0,0,0,2.19739459163981
2168,16,1,Caucasian,High School,9.35516461915159,18,0,High,1,0,0,1,1.3974290948962
2209,15,0,Caucasian,Some College,5.15879013573801,14,1,,0,0,1,1,1.41522149052124
1430,18,0,Caucasian,Some College,13.4050795208872,1,0,Moderate,0,0,0,0,3.26830254785319
2420,15,0,Caucasian,Some College,10.8568274866815,0,0,High,1,0,1,0,3.56552416293627
1629,17,1,Caucasian,Some College,2.30602180678099,12,0,Low,0,0,0,0,1.44874124152656
1716,18,1,Caucasian,Some College,10.0714014880711,20,0,Very High,0,0,0,0,1.3214272070131
1334,17,1,Caucasian,Some College,18.6089720109006,29,0,Moderate,0,1,0,1,0.534835753539473
3042,17,0,Other,Bachelor,18.215898610199,17,0,High,0,1,0,0,1.71198467684162
3233,16,0,Other,High School,3.9765706057296,6,0,Very High,0,0,0,0,2.63569345083473
1442,18,0,Caucasian,,14.8883850762665,3,0,,1,0,0,1,2.78128788370003
3289,15,1,Caucasian,Some College,16.2636429456892,19,1,High,1,0,1,0,2.13712441060869
2247,16,1,Caucasian,Some College,4.5612363380004,16,0,Moderate,1,0,0,1,1.68190480439026
1947,15,1,African American,Bachelor,2.35877349748467,2,0,High,0,0,0,0,2.68385473868496
1216,15,0,Caucasian,Some College,0.493945953722226,29,1,Low,1,0,0,0,0.12593307462495
3003,16,1,Other,Bachelor,11.2625318778409,21,0,Moderate,0,0,0,0,0.850743864501521
2648,18,0,African American,Bachelor,1.44696767672115,6,0,High,1,1,0,0,2.62993323382393
1235,18,1,Caucasian,Some College,8.48370111491952,14,0,,0,1,0,0,1.63986755041461
1733,15,0,Asian,Bachelor,7.89550633543366,23,0,Moderate,1,1,0,1,1.08669668028181
2020,15,0,Caucasian,Bachelor,6.33368712033852,8,1,Moderate,1,0,0,0,2.68614499013959
3326,15,1,Other,Some College,14.7203473673067,13,1,High,1,0,0,1,2.37804894515579
3302,15,1,African American,,17.6050354656337,9,0,Low,0,0,0,0,2.38083986903929
2885,15,0,Caucasian,High School,18.4499779260501,5,0,,1,1,0,1,2.48966890236666
2900,16,1,Caucasian,High School,14.8155973432135,5,1,High,0,0,0,1,3.21968548326261
1514,16,0,Caucasian,Some College,16.7568276181104,15,1,High,0,1,0,1,2.35373115175654
3071,15,1,Other,,9.78393035961231,13,0,,0,0,0,1,1.30164373587937
2769,17,0,African American,Some College,6.06906432899212,29,0,Very High,1,1,1,1,1.03518153040991
3011,17,1,Caucasian,Some College,14.5694189111718,14,0,Very High,0,0,1,0,2.49612193603352
3089,18,0,Caucasian,Some College,16.2144134589035,23,1,Low,0,1,0,0,1.23042875583496
2296,16,1,Caucasian,High School,5.63873768683517,11,1,Moderate,0,1,0,0,2.1431050688592
2961,16,0,Caucasian,Some College,13.2194764129935,12,0,Low,1,0,0,0,1.73894213432306
3363,17,1,Asian,Some College,0.675783018964973,19,1,,0,0,0,0,1.0410289006679
1399,18,1,Asian,High School,0.167094083442771,17,1,High,1,0,0,1,1.8687585897072
1184,17,1,African American,Some College,17.5072647980152,9,1,Very High,1,1,0,0,3.27399874843434
2592,17,1,Caucasian,,2.54362378433774,14,0,High,0,1,0,0,2.13665320911732
3132,15,0,African American,High School,14.6355219007534,6,0,High,0,1,1,0,3.2221400896055
1443,15,0,Caucasian,Some College,19.4243982377099,0,0,High,0,1,1,1,4.0
1268,18,1,African American,Bachelor,12.8951345318019,28,0,High,0,0,0,0,0.580788485177057
1413,16,0,African American,Some College,10.4372459066436,19,1,Low,1,1,1,0,1.87957544516673
3141,18,1,Caucasian,Some College,16.1003538646926,24,1,High,0,0,1,0,1.10589986959556
1466,17,0,Caucasian,Some College,6.6538035938534,13,0,Moderate,1,1,0,0,2.25501910293114
1807,18,0,Caucasian,High School,13.7658599685451,27,1,Low,1,0,1,1,0.922013231542936
2298,15,1,Caucasian,Higher,3.42204956826804,1,0,Moderate,0,1,0,0,3.20542533441231
3275,18,1,Caucasian,Bachelor,8.97085098736919,24,1,Low,0,1,0,0,1.16974580305184
2572,18,0,African American,Higher,2.07678772221855,23,0,Moderate,0,0,0,0,0.651515020501729
2672,15,0,Caucasian,High School,13.1439532328012,21,0,Moderate,0,1,0,0,1.26628634387429
2905,17,1,Caucasian,Some College,6.75939958480958,23,0,Moderate,0,0,1,0,0.738958982094649
1596,18,0,African American,High School,14.1753126469131,1,0,High,0,0,0,1,3.43602538876957
1247,15,1,Other,High School,7.80752892093908,13,0,Moderate,0,0,0,0,1.70027358940491
1692,16,0,African American,Some College,6.91657140619188,22,0,Moderate,1,0,0,0,1.33195894876428
2201,15,0,African American,High School,3.41520566900771,15,0,Moderate,1,0,0,0,1.67710080187645
1093,16,0,Caucasian,Some College,9.69717479432207,1,1,High,0,0,0,0,3.55228694335094
2355,16,1,African American,Some College,18.1911085687441,25,0,Low,0,0,1,0,0.690347883914033
3220,17,1,Caucasian,Some College,0.162163937724265,29,0,Moderate,0,0,0,0,0.0
2840,15,0,African American,Some College,1.48493718661092,18,1,High,1,1,0,0,1.76332411589847
2260,17,0,Caucasian,High School,4.93494841334762,26,1,Very High,0,0,0,0,0.889714915087843
3169,16,0,Asian,Some College,1.16594407724714,17,1,Low,1,1,0,1,1.63568673277781
1073,15,0,African American,High School,3.25805308954788,8,0,Moderate,1,1,0,0,2.55680166283342
